Origin,Origin Name,Origin Country,Origin City,Destination,Destination Name,Destination Country,Destination City,Total Time,Aircraft Registration,Aircraft Description,Distance Flown
LPMA,Madeira,Portugal,Madeira,EGKK,Gatwick,United Kingdom,London,03:25:11,C-WLPE,BOEING B763,2456.1 Km
EGXT,Wittering AB,United Kingdom,Wittering,EGHA,Compton-Abbas,United Kingdom,Compton-Abbas,00:45:35,N71FS,BEECH BE58,216.6 Km
KEDW,Edwards AFB,United States,Edwards,9L2,Edwards AF Aux North Base,United States,Edwards,00:03:41,N350KA,BEECH B350,8.8 Km
EGWU,Northolt AB,United Kingdom,Northolt,EGSF,Conington,United Kingdom,Peterborough,00:23:16,N350KA,BEECH B350,102.5 Km
HTUT,Utete,Tanzania,Utete,FADN,Durban Intl,South Africa,Durban,04:35:09,F-MSAB,AIRBUS A321,2564.3 Km
NZPG,McMurdo Station,Antarctica,McMurdo Station,NZIR,McMurdo Station,Antarctica,McMurdo Station,00:08:35,,Ultralight trike,11 Km
SATU,Curuzu Cuatia,Argentina,Curuzu Cuatia,SAAC,Comodoro Pierrestegui,Argentina,Concordia,00:50:50,N52KA,Cessna C172,169 Km
EDDT,Tegel,Germany,Berlin,EDDI,Tempelhof,Germany,Berlin,00:08:37,,Ultralight trike,12.3 Km
EGDY,Yeovilton,United Kingdom,Yeovilton,EGHA,Compton-Abbas,United Kingdom,Compton-Abbas,00:11:46,N88D,AGUSTA EH10,34.4 Km
S31,Lopez Island,United States,Lopez,KFHR,Friday Harbor,United States,Friday Harbor,00:05:16,,Ultralight trike,7.7 Km
S31,Lopez Island,United States,Lopez,KFHR,Friday Harbor,United States,Friday Harbor,00:12:30,,Ultralight trike,7.7 Km
EHAM,Schiphol,Netherlands,Amsterdam,EGKK,Gatwick,United Kingdom,London,01:32:17,N738PM,BOEING B738,365.7 Km
EGLC,London City,United Kingdom,London,EGSG,Stapleford,United Kingdom,Stapleford,00:06:38,N71FS,BEECH BE58,18.1 Km
EHAM,Schiphol,Netherlands,Amsterdam,EGKK,Gatwick,United Kingdom,London,00:56:57,747-400,BOEING AIRCRAFT B744,365.7 Km
EGSX,North Weald,United Kingdom,North Weald,EGLG,Panshanger,United Kingdom,Panshanger,00:10:17,N71FS,BEECH BE58,23.3 Km
EGLG,Panshanger,United Kingdom,Panshanger,EGSG,Stapleford,United Kingdom,Stapleford,00:08:32,N71FS,BEECH BE58,27.3 Km
EGHI,Southampton Intl,United Kingdom,Southampton,EGHA,Compton-Abbas,United Kingdom,Compton-Abbas,00:20:57,N52KA,Cessna C172,56 Km
EGHH,Bournemouth,United Kingdom,Bournemouth,EGHA,Compton-Abbas,United Kingdom,Compton-Abbas,00:09:46,N71FS,BEECH BE58,30.2 Km
EGHH,Bournemouth,United Kingdom,Bournemouth,EGHA,Compton-Abbas,United Kingdom,Compton-Abbas,00:17:03,N700MS,Cessna C172,30.2 Km
EGLC,London City,United Kingdom,London,EGSG,Stapleford,United Kingdom,Stapleford,00:14:47,N176CM,Cessna C172,18.1 Km
EGLC,London City,United Kingdom,London,EGSG,Stapleford,United Kingdom,Stapleford,00:07:42,G-BAFM,Cessna C172,18.1 Km
EHAM,Schiphol,Netherlands,Amsterdam,EGKK,Gatwick,United Kingdom,London,01:44:23,N737X,BOEING B738,365.7 Km
EGCJ,Sherburn-In-Elmet,United Kingdom,Sherburn-In-Elmet,EGXG,Church Fenton AB,United Kingdom,Church Fenton,00:04:51,N6092U,Robinson R22,5.4 Km
NZCH,Christchurch Intl,New Zealand,Christchurch,NZWG,Wigram,New Zealand,Christchurch,00:05:00,HB-MES,Cessna C172,7 Km
NZCH,Christchurch Intl,New Zealand,Christchurch,NZWG,Wigram,New Zealand,Christchurch,00:04:00,HB-MES,Cessna C172,7 Km
EDKB,Hangelar,Germany,Bonn,EDDK,Cologne-Bonn,Germany,Cologne-Bonn,00:05:11,N123MS,Mooney M20T,10.9 Km
KSFO,San Francisco Intl,United States,San Francisco,KBFI,Boeing Field-King Co Intl,United States,Seattle,01:44:02,G-CPES,BOEING B752,1101 Km
KSFO,San Francisco Intl,United States,San Francisco,KATL,Hartsfield - Jackson Atlanta I,United States,Atlanta,03:42:06,G-CPES,BOEING B752,3442.2 Km
EHAM,Schiphol,Netherlands,Amsterdam,EBBR,Brussels National,Belgium,Brussels,00:41:06,G-CPES,BOEING B752,157.7 Km
EGXG,Church Fenton AB,United Kingdom,Church Fenton,EGCJ,Sherburn-In-Elmet,United Kingdom,Sherburn-In-Elmet,00:04:44,N834JR,JetRanger helicopter,5.4 Km
EGXG,Church Fenton AB,United Kingdom,Church Fenton,EGCJ,Sherburn-In-Elmet,United Kingdom,Sherburn-In-Elmet,00:03:13,N8092U,Robinson R22,5.4 Km
EGNO,Warton,United Kingdom,Warton,EGNH,Blackpool,United Kingdom,Blackpool,00:10:04,N8092U,Robinson R22,10 Km
KVGT,North Las Vegas,United States,Las Vegas,KLAS,McCarran Intl,United States,Las Vegas,00:18:22,N137PD,JetRanger helicopter,15.2 Km
EHAM,Schiphol,Netherlands,Amsterdam,EGKK,Gatwick,United Kingdom,London,01:17:39,B-29871,BOEING AIRCRAFT B744,365.7 Km
NZWG,Wigram,New Zealand,Christchurch,NZCH,Christchurch Intl,New Zealand,Christchurch,00:04:07,G-MONN,Cessna C172,7 Km
NZWG,Wigram,New Zealand,Christchurch,NZCH,Christchurch Intl,New Zealand,Christchurch,00:04:38,G-MONN,Cessna C172,7 Km
EHAM,Schiphol,Netherlands,Amsterdam,EGKK,Gatwick,United Kingdom,London,00:51:00,G-CPES,BOEING B752,365.7 Km
KEDW,Edwards AFB,United States,Edwards,9L2,Edwards AF Aux North Base,United States,Edwards,00:05:57,G-MONN,Cessna C172,8.8 Km
EDDK,Cologne-Bonn,Germany,Cologne-Bonn,EDKB,Hangelar,Germany,Bonn,00:05:38,N195KT,Mooney M20T,10.9 Km
KTRK,Truckee-Tahoe,United States,Truckee,KHAF,Half Moon Bay,United States,Half Moon Bay,01:35:10,G-MONN,Cessna C172,287.6 Km
EGHA,Compton-Abbas,United Kingdom,Compton-Abbas,EGHP,Popham,United Kingdom,Popham,00:13:25,HB-MES,Cessna C172,68.9 Km
